Date,Carbon.Steel.World.Price,Fuel.Energy.Index,MSCI.World,Nickel,Aluminium,SandP500,Dax30,Natural.gas,Arca.Steel.Index,ArcelorMittal,Hang.Seng.China,Lead,China.Steel,Iron.ore,Metal.Index,Gold,Crude.Oil,ThyssenKrupp,Capesize.Charter.Rates,Car.production.China
01.01.2006,555,115.73,1313.21,14660.81,2383.3,1248.29,5410.24,8.69,NA,27.25,NA,NA,NA,NA,NA,NA,NA,NA,31750,395.7
01.02.2006,551,111.73,1309.45,14974.5,2453.38,1280.08,5662.05,7.53,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,31313,462.6
01.03.2006,566,113.64,1335.07,14925.48,2432.48,1280.66,5806.96,6.88,NA,33.85,NA,NA,NA,NA,NA,NA,NA,NA,32750,455.44
01.04.2006,586,125.61,1373.38,18028.89,2623.86,1302.88,5989.08,7.17,NA,38.4,NA,NA,NA,NA,NA,NA,NA,NA,32688,394.48
01.05.2006,618,126.57,1322.25,21131.33,2852.07,1310.61,6014.38,6.25,NA,37.75,NA,NA,NA,NA,NA,NA,NA,NA,31125,342.33
01.06.2006,648,126.02,1319.93,20585.91,2490.95,1270.05,5677.53,6.2,NA,32.9,NA,NA,NA,NA,NA,NA,NA,NA,34700,367.28
01.07.2006,653,132.83,1327.23,26185.71,2511.83,1270.06,5688,6.17,NA,30.5,NA,NA,NA,NA,NA,NA,NA,NA,43250,412.19
01.08.2006,655,132.01,1358.87,30468.86,2461.55,1278.53,5678.01,7.13,NA,34.56,NA,NA,NA,NA,NA,NA,NA,NA,60700,456.82
01.09.2006,652,115.67,1373.37,29702.62,2484.38,1303.8,5861.25,4.9,NA,34.31,NA,NA,NA,NA,NA,NA,NA,NA,60900,448.75
01.10.2006,633,108.96,1422.93,32551.14,2657.15,1335.82,6019.34,5.84,NA,34.66,NA,NA,NA,NA,NA,NA,NA,NA,61000,352.05
01.11.2006,630,109.79,1455.17,31891.59,2702.14,1377.76,6262.71,7.41,NA,43.4,NA,NA,NA,NA,NA,NA,NA,NA,60563,388.28
01.12.2006,635,114.28,1483.58,34400.53,2823.67,1400.63,6322.18,6.73,NA,41.2,NA,NA,NA,NA,NA,NA,NA,NA,60300,432.43
01.01.2007,629,102.36,1500.23,36821.59,2799.06,1418.03,6614.73,6.53,NA,41.95,NA,NA,NA,NA,NA,NA,NA,NA,62250,463.37
01.02.2007,643,109.21,1490.44,41078.25,2839.05,1437.9,6821.31,8,NA,47.96,NA,NA,NA,NA,NA,NA,NA,NA,63875,480.18
01.03.2007,663,114.09,1514.18,46125.23,2757.08,1406.8,6714.25,7.11,NA,49.91,NA,NA,NA,NA,NA,NA,NA,NA,71450,536.5
01.04.2007,691,121.1,1577.86,49956.58,2817.05,1420.83,6911.13,7.6,NA,53.39,NA,NA,NA,NA,NA,NA,NA,NA,84750,467.85
01.05.2007,699,121.49,1616.87,51783.33,2804.6,1482.37,7429.93,7.64,NA,53.45,NA,NA,NA,NA,NA,NA,NA,NA,99000,430.3
01.06.2007,691,126.74,1602.36,41551.67,2681.31,1530.62,7891.2,7.35,NA,60.9,NA,NA,NA,NA,NA,NA,NA,NA,82700,468.65
01.07.2007,680,135.17,1565.81,33400.23,2738.09,1504.66,7969.27,6.22,NA,63.77,NA,NA,NA,NA,NA,NA,NA,NA,94000,546.97
01.08.2007,685,130.01,1561.59,27649.64,2512.6,1455.18,7472.36,6.22,NA,64.29,NA,NA,NA,NA,NA,NA,NA,NA,111800,555.94
01.09.2007,681,140.45,1633.58,29548.4,2394.96,1473.96,7643.64,6.07,NA,65.62,NA,NA,NA,NA,NA,NA,NA,NA,134250,536.7
01.10.2007,690,150.53,1682.35,31156,2444.53,1527.29,7851.29,6.74,NA,78.79,NA,NA,NA,NA,NA,NA,NA,NA,157375,437.59
01.11.2007,695,166.68,1610.94,30505.64,2507.15,1545.79,8024.41,7.11,NA,77.09,NA,NA,NA,NA,NA,NA,NA,NA,161600,472.54
01.12.2007,706,164.7,1588.8,26053.56,2382.83,1479.63,7859.39,7.13,NA,73.09,NA,NA,NA,NA,NA,NA,NA,NA,160000,535.34
01.01.2008,720,168.58,1466.35,27774.77,2456.13,1467.97,8045.97,7.98,NA,78.36,NA,NA,NA,NA,NA,NA,NA,NA,123625,559.28
01.02.2008,776,176.27,1455.56,28064.95,2784.89,1378.6,6896.19,8.54,NA,68.65,NA,NA,NA,NA,NA,NA,NA,NA,135500,557.01
01.03.2008,866,188.85,1437.4,31093.05,3012.05,1330.45,6692.98,9.41,NA,76.58,NA,NA,NA,NA,NA,NA,NA,NA,140750,650.78
01.04.2008,970,202.3,1508.99,28776.82,2968.03,1326.41,6519.02,10.18,NA,80.53,NA,NA,NA,NA,NA,NA,NA,NA,140875,571.71
01.05.2008,1044,226.24,1525.73,25656.5,2908.28,1385.97,6982.06,11.27,NA,89.08,NA,NA,NA,NA,NA,NA,NA,NA,161000,523.68
01.06.2008,1117,243.39,1402.13,22562.57,2967.87,1399.62,7098.7,12.68,NA,97.35,NA,NA,NA,NA,NA,NA,NA,NA,161000,538.01
01.07.2008,1160,249.4,1366.7,20106.96,3067.46,1276.69,6394.08,11.09,NA,94.77,NA,NA,NA,NA,NA,NA,NA,NA,158750,619.17
01.08.2008,1154,217.46,1344.86,19111.8,2762.56,1269.42,6461.01,8.25,NA,86.89,NA,NA,NA,NA,NA,NA,NA,NA,145000,537.6
01.09.2008,1041,192.02,1182.44,17781.86,2524.15,1287.83,6400.85,7.62,NA,73.01,NA,NA,NA,NA,NA,NA,NA,NA,100375,553.88
01.10.2008,920,146.68,957.25,12144.87,2122.03,1164.17,5865.08,6.74,NA,48.77,NA,NA,NA,NA,NA,NA,NA,NA,30300,434.53
01.11.2008,776,113.7,892.93,10776.5,1857.13,968.67,5053.94,6.7,NA,26.39,NA,NA,NA,NA,NA,NA,NA,NA,16625,397.41
01.12.2008,676,91.55,920.23,9846.93,1504.42,888.61,4653.12,5.84,NA,21.91,NA,NA,NA,NA,NA,NA,NA,NA,18125,434.16
01.01.2009,676,94.95,838.83,11562.95,1420.36,902.99,4856.85,5.23,875.3,24.8,8314.11,1144.9,23.45,72.51,109.66,858.69,82.58,18.96,22750,557.74
01.02.2009,639,89.7,750.86,10410.75,1338.06,823.09,4309.17,4.49,778.25,22.05,6911.99,1099.63,22.53,75.59,107.85,943,78.83,15.68,30813,684.57
01.03.2009,582,93.64,805.22,9710.73,1338.08,729.57,3817.51,3.96,607.46,18.6,6582.23,1246.52,22.53,64.07,105.54,924.27,87.89,13.83,24000,721.06
01.04.2009,566,97.05,893.02,11331.6,1431.81,793.59,4074.79,3.49,790.01,19.94,8077.68,1393.91,22.53,59.78,112.36,890.2,94.55,12.94,24125,674.05
01.05.2009,562,109.78,970,12763.36,1464.42,872.74,4769.45,3.83,1012.24,23.68,9084.91,1449.67,25.98,62.69,118.55,928.65,109.28,16.24,30800,675.55
01.06.2009,578,127.94,964.05,14961.95,1586.34,923.26,4992.1,3.8,1277.39,35.32,10937.8,1668.19,28.93,71.66,130.89,945.67,129.99,18.49,45500,746.75
01.07.2009,585,119.83,1044.75,16024.5,1674.33,920.82,4820.61,3.39,1151.05,33.96,10962.6,1674.51,28.83,83.95,140.02,934.23,121.64,18.05,43525,938.66
01.08.2009,611,130.44,1085.6,19375.93,1927.64,990.22,5330.87,3.14,1330.83,37.65,12368.2,1893.04,32.48,97.67,161.31,949.38,134.68,21.6,38375,1021.44
01.09.2009,642,124.74,1126.98,17404.64,1835.6,1019.52,5479.35,2.99,1243.49,35.08,11342.3,2205.48,30.09,80.71,151.27,996.59,128.47,23.95,30375,989.78
01.10.2009,646,134.81,1106.17,18489.48,1875.66,1054.91,5681.88,4,1368.88,36.61,11858.2,2227.69,30.65,86.79,157.47,1043.16,139.21,23.5,31800,776.07
01.11.2009,627,140.82,1149.01,16911.33,1956.55,1036.18,5410.61,3.68,1395.01,33.78,12741.9,2303.44,29.64,99.26,166.65,1127.04,145.82,21.89,41688,797.99
01.12.2009,634,137.84,1168.47,17121.62,2181.26,1098.89,5653.88,5.35,1629.41,39.99,13229.4,2326.26,30.86,105.25,176.78,1134.72,140.86,24.68,36625,1000.75
01.01.2010,653,143.74,1119.54,18405.55,2230.15,1116.56,5975.52,5.84,1699.33,47.43,12750.5,2352.18,33.49,125.91,191.18,1117.96,144.95,26.5,37600,1017.19
01.02.2010,673,139.3,1133.35,19060.55,2053.29,1073.89,5587.5,5.32,1594.24,39.94,11621.6,2125.8,32.99,127.62,183.23,1095.41,140.4,22.93,34375,1004.26
01.03.2010,693,146.29,1200.53,22467.17,2210.55,1105.36,5652.85,4.29,1671.89,38.17,11913.5,2162.71,32.84,139.77,198.98,1113.34,148.94,23.44,36875,1092.41
01.04.2010,773,155.22,1198.56,26028.5,2314.31,1171.23,6189.38,4.04,1929.76,45.14,12696,2272.18,33.44,172.47,220.78,1148.69,158.13,25.59,34100,907.27
01.05.2010,798,141.62,1079.8,21930,2044.73,1188.58,6122.76,4.15,1727.79,39.91,11945,1876.82,34,161.35,198.64,1205.43,142.15,24.59,37125,855.24
01.06.2010,757,140.14,1041.32,19411.3,1929.41,1087.3,5943.94,4.8,1496.06,29.3,11234,1707.28,30.86,143.63,182.88,1232.92,140.45,21.9,34250,884.16
01.07.2010,732,139.75,1124.83,19548.52,1989.05,1031.1,5885.61,4.63,1442.24,27.71,11247.1,1843.97,30.25,126.36,179.37,1192.97,139.96,20.06,27950,1099.18
01.08.2010,746,141.35,1080.7,21448.79,2110.44,1107.53,6187.64,4.31,1691.79,32.01,12181.5,2082.8,30.81,145.34,198.02,1215.81,142.57,23.05,31500,1155.25
01.09.2010,748,141.95,1179.19,22690.14,2171.24,1049.72,5936.94,3.89,1640.5,30.15,11498.9,2192.85,30.75,140.63,202.24,1270.98,143.08,21.7,33563,1165.96
01.10.2010,751,151.33,1222.23,23793.68,2342.18,1143.49,6244.06,3.43,1750.22,33.69,12614.2,2383.55,32.78,148.48,216.28,1342.02,153.57,24,33100,954.57
01.11.2010,741,157.12,1193.56,22836.23,2324.05,1185.71,6637.09,3.71,1764.69,32.47,13508.2,2364.98,31.52,160.55,222.65,1369.89,158.91,26.68,30750,1018.24
01.12.2010,736,167.13,1280.07,24099.57,2356.67,1186.6,6748.36,4.25,1821.77,33,12949.8,2413.2,31.82,168.53,233.58,1390.55,169.33,29.71,25950,1239.93
01.01.2011,813,173.3,1308.08,25621.23,2439.7,1257.62,6973.39,4.49,2043.96,38.63,12884.8,2583.98,34.41,179.63,245.48,1356.4,174.28,31.1,20313,1189.09
01.02.2011,897,181.53,1351.65,28412.18,2515.26,1289.14,7133.34,4.09,2075.84,36.84,12534.9,2595.58,34.81,187.18,256.24,1372.73,184.1,29.7,18125,1066.52
01.03.2011,912,198.75,1334.93,26710.35,2555.5,1328.64,7309.8,3.97,1992.32,37.15,12620.3,2624.02,34,169.36,244.21,1424,204.42,30.36,17750,1200.56
01.04.2011,913,212.57,1388.62,26332.17,2667.42,1329.48,7086.56,4.24,2064.55,35.89,13451.5,2719.35,35.68,179.26,250.08,1479.76,218.82,28.94,14700,892.75
01.05.2011,912,199.95,1354.61,24164.55,2587.21,1365.21,7570.86,4.31,2015.51,37.19,13106.5,2419.64,35.93,177.1,239.46,1512.6,203.62,31.22,13188,838.99
01.06.2011,881,196.65,1331.18,22420.93,2557.76,1345.2,7310.56,4.54,1861.17,33.2,13232.4,2524.99,34.81,170.88,235.71,1528.66,199.35,32.99,12250,915.99
01.07.2011,860,200.92,1306.05,23847.95,2525.43,1320.64,7374.49,4.42,1932.24,35.02,12873.6,2681.02,35.12,172.98,242.23,1572.21,203.23,35.51,13110,1084.89
01.08.2011,842,189.65,1211.22,21864.68,2380.98,1292.59,7254.5,4.05,1779.4,31.59,12540.4,2393.06,30.65,177.45,232.83,1757.21,189.5,31.35,14469,1264.99
01.09.2011,852,190.45,1104.06,20377.59,2293.46,1219.12,5793.1,3.89,1532.97,21.58,10922.5,2287.67,31.47,177.23,224.1,1770.95,190.27,23.57,18600,1195.11
01.10.2011,803,189.22,1217.3,19039.05,2180.65,1131.21,5311.93,3.56,1120.37,15.84,8408.26,1960.38,29.99,150.43,200.9,1665.21,188.44,18,19906,966.98
01.11.2011,788,197.22,1184.6,17873,2079.98,1251,5934.54,3.26,1390.1,19.3,10184.5,1994.22,30.25,135.54,193.28,1738.11,198.51,19.86,19375,1005
01.12.2011,778,195.28,1182.59,18246.04,2024.38,1246.91,6080.48,3.16,1389.23,19.07,10282,2024.56,29.84,136.46,192.11,1641.84,196.31,19.17,21450,1159.33
01.01.2012,787,199.69,1240.89,19908.62,2151.33,1258.86,6124.11,2.67,1400.36,19.53,10235.2,2100.21,29.23,140.35,202.04,1652.21,201.32,17.77,17563,1278.57
01.02.2012,812,208.65,1298.72,20393.67,2207.92,1312.45,6482.95,2.53,1580.68,21.07,11253.8,2121.26,29.74,140.4,207.1,1742.14,212.38,21.73,16625,1416.34
01.03.2012,801,216.98,1312.01,18660.81,2184.16,1365.9,6831.97,2.16,1541.74,20.94,11602.4,2056.69,30.96,144.66,206.92,1673.77,222.03,20.19,14950,1261.79
01.04.2012,802,210.62,1293.99,17892.82,2048.51,1408.47,6973.99,1.95,1504.58,18.62,10658.8,2073.64,30.25,147.65,203.49,1649.69,214.36,18.78,15000,988.28
01.05.2012,788,194.23,1177.64,16968.32,2002.52,1397.86,6861.3,2.43,1447.32,17.27,11146,1999.25,29.49,136.27,193.34,1591.19,196.28,17.9,14250,994.2
01.06.2012,747,172.47,1235.72,16603.68,1885.51,1309.87,6259.76,2.45,1126.48,13.47,9620.87,1850.96,28.32,134.62,185.69,1598.76,171.02,13.37,13350,1042.39
01.07.2012,734,181.19,1250.57,16128.41,1876.25,1362.33,6405.39,2.96,1234.3,15.41,9711.57,1881.48,28.42,127.94,183.15,1589.9,182.28,12.74,13406,1218.33
01.08.2012,730,194.79,1279.21,15703.99,1843.33,1379.32,6775.99,2.84,1190.32,16.1,9762.37,1897.77,26.5,107.8,172.49,1630.31,198.42,14.94,10200,1368.72
01.09.2012,736,196.48,1311.5,17287.96,2064.12,1406.54,6946.61,2.85,1131.22,14.84,9287.51,2177.68,25.6,99.47,179.92,1744.81,200.48,15.84,10875,1270.4
01.10.2012,717,191.02,1301.52,17168.74,1974.3,1440.9,7227.81,3.32,1206.03,14.45,9828.22,2141.97,26.6,113.95,183.4,1746.58,195.06,16.63,13875,1003.72
01.11.2012,711,187.8,1315.49,16335.36,1948.83,1412.2,7255.3,3.54,1249.28,14.95,10701.2,2181.97,25,120.35,182.12,1721.64,190.93,17.5,13150,1044.2
01.12.2012,721,188.46,1338.5,17448.5,2086.76,1416.34,7427.41,3.34,1192.94,15.46,10458.9,2279.8,26.6,128.87,192.74,1684.76,190.81,15.53,11750,1220.78
01.01.2013,730,194.33,1405.47,17494.07,2037.61,1426.19,7689.46,3.33,1357.53,17.88,11897.7,2334.47,27.35,150.49,202.34,1671.85,197.91,17.76,11813,1370.63
01.02.2013,736,198.68,1405.18,17690.1,2053.6,1498.11,7792.59,3.33,1379.27,17.47,12215,2365.79,27.85,154.64,205.19,1627.57,202.94,17.95,12156,1569.3
01.03.2013,720,190.62,1434.51,16731.7,1911.28,1514.68,7735.35,3.8,1244.94,14.55,11344.2,2173.35,27.5,139.87,190.64,1593.09,193.35,17.17,11850,1418.25
01.04.2013,710,184.44,1476.14,15629.31,1861.02,1569.18,7795.31,4.17,1190.05,13.04,10811.4,2024.37,26.05,137.39,183.55,1487.86,186.21,15.87,12063,1169.13
01.05.2013,702,184.52,1471.93,14948.23,1832.57,1597.55,7913.71,4.04,1144.82,12.45,10825.3,2031.89,26,124.01,176.4,1414.03,186.98,13.74,12000,1150.29
01.06.2013,686,184.85,1433.55,14280.28,1814.54,1631.71,8291.49,3.83,1127.34,12.86,10548.1,2099.69,25.4,114.82,169.66,1343.35,187.68,15.35,13125,1183.12
01.07.2013,679,192.26,1507.91,13750.32,1769.61,1609.78,8000.02,3.62,1056.98,11.36,9203.85,2047.73,24.3,127.19,172.66,1285.52,197.73,15.2,13750,1405.95
01.08.2013,691,196.77,1472.74,14308.26,1816.24,1689.42,8320.38,3.43,1133.11,12.62,9723.93,2173.08,25,137.06,180.79,1351.74,203.14,16.39,17525,1571.29
01.09.2013,703,198.1,1543.67,13801.39,1761.3,1635.95,8224.34,3.62,1139.36,13.39,10055,2084.92,25.3,134.19,177.66,1348.6,204.58,16.08,22375,1492.72
01.10.2013,714,192.95,1602.86,14117.65,1814.58,1682.41,8618.59,3.67,1231.32,13.7,10333.6,2115.43,25.9,132.57,178.87,1316.58,198.47,17.85,21250,1259.67
01.11.2013,710,188.91,1628.42,13684.01,1747.96,1758.7,9032.29,3.62,1321.73,15.7,10678.7,2089.56,25.65,136.32,177.93,1275.86,193.3,18.83,19200,1311.51
01.12.2013,716,194.31,1661.07,13924.55,1739.81,1806.55,9412.95,4.24,1295.28,17.49,11548.1,2136.73,25.45,135.79,179.14,1221.51,198.69,18.1,22625,1499.11
01.01.2014,726,188.98,1598.46,14101.25,1727.41,1845.86,9598.25,4.7,1380.24,17.61,10709.3,2143.17,27,128.12,176.4,1244.27,192.56,17.69,22550,1625.11
01.02.2014,719,192.9,1675.4,14203.55,1695.17,1782.68,9318.77,5.98,1210.61,16.54,9509.65,2108.03,26.05,121.37,171.96,1299.58,197.2,19.09,25563,1791.23
01.03.2014,713,190.84,1673.87,15678.1,1705.37,1857.68,9553.08,4.88,1233.22,15.1,9751.65,2053.08,25.6,111.83,164.99,1336.08,195.72,19.21,30563,1521.78
01.04.2014,713,192.16,1687.74,17373.6,1810.68,1873.96,9601.96,4.63,1290.06,16.37,10098.3,2087.09,25.5,114.58,169.48,1298.45,197.39,19.65,27063,1261.5
01.05.2014,720,193.36,1715.18,19401.08,1751.05,1884.39,9611.79,4.56,1261.27,16.21,9802.46,2097.33,25.35,100.56,164.52,1288.74,198.88,20.52,25200,1290.63
01.06.2014,714,197.2,1743.42,18628.81,1838.95,1923.87,9986.86,4.57,1262.25,15.14,10368.1,2106.94,24.6,92.74,161.85,1279.1,203.83,22.18,23750,1315.62
01.07.2014,711,190.8,1714.33,19117.65,1948.3,1962.29,9853.74,4.01,1315.18,14.93,10448.2,2193.24,25.05,95.97,168.76,1310.59,197.94,21.39,20563,1553.58
01.08.2014,704,182.94,1748.67,18600.2,2030.49,1929.8,9379.74,3.89,1328.1,14.46,10982.7,2236.84,25.29,92.63,168.21,1295.13,188.34,21.05,22100,1620
01.09.2014,696,175.77,1698.41,18034.8,1990.43,2004.07,9484.53,3.92,1333.8,14.42,10958.8,2117.24,25.8,82.27,161.47,1236.55,180.44,21.14,20250,1559.9
01.10.2014,672,159.7,1708.09,15812.37,1946.19,1971.44,9454.04,3.77,1188.16,13.5,10348.5,2034.26,25.95,80.09,156.86,1222.49,162.03,20.67,15900,1345.33
01.11.2014,659,145.33,1739.5,15807.05,2055.56,2018.21,9305.73,4.1,1148.89,13.02,10660.2,2030.18,26.2,73.13,156.42,1175.33,144.72,19.07,16063,1345.61
01.12.2014,644,119.24,1709.67,15962.05,1909.46,2065.78,9915.74,3.43,1047.95,12.17,10818.2,1938.11,25.7,68.8,148.7,1200.62,113.88,21.09,11769,1554.58
